id,post_id,donor_id,donor_name,recipient_id,recipient_name,contribution,services_rendered,year,candidate_id,candidate_name
103687,158860,22281,"F.M. Kirby Foundation",18015,"Shakespeare Theatre of New Jersey",100000,,2009,,
103688,158861,22281,"F.M. Kirby Foundation",22393,"Skin Cancer Foundation",30000,,2009,,
103689,158862,22281,"F.M. Kirby Foundation",22448,"South Eastern Efforts Developing Sustainable Spaces (SEEDS)",10000,,2009,,
103690,158863,22281,"F.M. Kirby Foundation",7794,"St. Hilda's and St. Hugh's School (New York NY)",20000,,2009,,
103691,158864,22281,"F.M. Kirby Foundation",22396,"St. Paul's Episcopal Church (Brownville NY)",3500,,2009,,
103692,158865,22281,"F.M. Kirby Foundation",21879,"St. Peter's Episcopal Church (Morristown NJ)",22500,,2009,,
103693,158866,22281,"F.M. Kirby Foundation",20729,"St. Philip's Academy (Newark NJ)",45000,,2009,,
103694,158867,22281,"F.M. Kirby Foundation",22553,"St. Stephen's Episcopal Church (Durham NC)",12500,,2009,,
103695,158868,22281,"F.M. Kirby Foundation",22399,"State Theatre Center for the Arts",100000,,2009,,
103696,158869,22281,"F.M. Kirby Foundation",22400,"Stratford Volunteer Fire Company (Stratford NY)",5000,,2009,,
103697,158870,22281,"F.M. Kirby Foundation",22449,"Submarine Memorial Association",10000,,2009,,
103698,158871,22281,"F.M. Kirby Foundation",22159,"Summit Speech School (New Providence NJ)",65000,,2009,,
103699,158872,22281,"F.M. Kirby Foundation",22554,"Teach For America - Greater Newark",25000,,2009,,
103700,158873,22281,"F.M. Kirby Foundation",17012,"TeenPride Inc.",15000,,2009,,
103701,158874,22281,"F.M. Kirby Foundation",28237,"Adirondack Council",45000,,2009,,
103702,158875,22281,"F.M. Kirby Foundation",22403,"The Browning School (New York NY)",15000,,2009,,
103703,158876,22281,"F.M. Kirby Foundation",22561,"The Dwight School Foundation",10000,,2009,,
103704,158877,22281,"F.M. Kirby Foundation",22534,"The Emily K Center",25000,,2009,,
103705,158878,22281,"F.M. Kirby Foundation",22404,"The Eye-Bank for Sight Restoration",35000,,2009,,
103706,158879,22281,"F.M. Kirby Foundation",3169,"The Franklin Institute",30000,,2009,,
103707,158880,22281,"F.M. Kirby Foundation",3190,"The Freedom Foundation",30000,,2009,,
103708,158881,22281,"F.M. Kirby Foundation",7447,"The Fresh Air Fund",25000,,2009,,
103709,158882,22281,"F.M. Kirby Foundation",7317,"The Frick Collection",15000,,2009,,
103710,158883,22281,"F.M. Kirby Foundation",4261,"The Fuqua School of Business",30000,,2009,,
103711,158884,22281,"F.M. Kirby Foundation",22406,"The Gateway School of New York",15000,,2009,,
103712,158885,22281,"F.M. Kirby Foundation",889,"The Gilder Lehrman Institute of American History",10000,,2009,,
103713,158886,22281,"F.M. Kirby Foundation",810,"The Heritage Foundation",120000,,2009,,
103714,158887,22281,"F.M. Kirby Foundation",22513,"The Hill Center",35000,,2009,,
103715,158888,22281,"F.M. Kirby Foundation",22506,"The Land Conservancy of New Jersey",25000,,2009,,
103716,158889,22281,"F.M. Kirby Foundation",14692,"The Lawrenceville School",20000,,2009,,
103717,158890,22281,"F.M. Kirby Foundation",14692,"The Lawrenceville School",900000,,2009,,
103718,158891,22281,"F.M. Kirby Foundation",22495,"The Long Island Museum",10000,,2009,,
103719,158892,22281,"F.M. Kirby Foundation",22408,"The Masterwork Chorus",10000,,2009,,
103720,158893,22281,"F.M. Kirby Foundation",7321,"The Morgan Library &amp; Museum",7500,,2009,,
103721,158894,22281,"F.M. Kirby Foundation",22409,"The Nature Conservancy - New Jersey",100000,,2009,,
103722,158895,22281,"F.M. Kirby Foundation",17014,"The Newark Museum",40000,,2009,,
103723,158896,22281,"F.M. Kirby Foundation",3575,"The Partnership at Drugfree.org",40000,,2009,,
103724,158897,22281,"F.M. Kirby Foundation",18035,"The Peck School",25000,,2009,,
103725,158898,22281,"F.M. Kirby Foundation",22570,"The Salvation Army Morristown Corps",40000,,2009,,
103726,158899,22281,"F.M. Kirby Foundation",16985,"The Seeing Eye",70000,,2009,,
103727,158900,22281,"F.M. Kirby Foundation",7375,"The Trust For Public Land",75000,,2009,,
103728,158901,22281,"F.M. Kirby Foundation",3170,"The Wistar Institute",75000,,2009,,
103729,158902,22281,"F.M. Kirby Foundation",11399,"Thomas Jefferson University",100000,,2009,,
103730,158903,22281,"F.M. Kirby Foundation",3944,"Trout Unlimited",32500,,2009,,
103731,158904,22281,"F.M. Kirby Foundation",22415,"Trudeau Institute",75000,,2009,,
103732,158905,22281,"F.M. Kirby Foundation",12138,"Union College",7500,,2009,,
103733,158906,22281,"F.M. Kirby Foundation",3785,"United Negro College Fund",15000,,2009,,
103734,158907,22281,"F.M. Kirby Foundation",22164,"United Way of Northern New Jersey",390000,,2009,,
103735,158908,22281,"F.M. Kirby Foundation",22453,"United Way of the Greater Triangle",150000,,2009,,
103736,158909,22281,"F.M. Kirby Foundation",22417,"United Way of Wyoming Valley",85000,,2009,,
103737,158910,22281,"F.M. Kirby Foundation",3328,"University of North Carolina at Chapel Hill",10000,,2009,,
103738,158911,22281,"F.M. Kirby Foundation",22418,"University of North Carolina Center for Public Television",15000,,2009,,
103739,158912,22281,"F.M. Kirby Foundation",19991,"Visiting Nurse Association of Northern New Jersey",115000,,2009,,
103740,158913,22281,"F.M. Kirby Foundation",22555,"Volunteer Management Centers",20000,,2009,,
103741,158914,22281,"F.M. Kirby Foundation",3659,"Wake Forest University",25000,,2009,,
103742,158915,22281,"F.M. Kirby Foundation",18040,"Washington Association of New Jersey",25000,,2009,,
103743,158916,22281,"F.M. Kirby Foundation",897,"Washington Legal Foundation",20000,,2009,,
103744,158917,22281,"F.M. Kirby Foundation",22421,"Weatherspoon Art Museum",10000,,2009,,
103745,158918,22281,"F.M. Kirby Foundation",22426,"Wyoming Seminary",45000,,2009,,
103746,158919,22281,"F.M. Kirby Foundation",899,"Young America's Foundation",100000,,2009,,
103118,158291,22281,"F.M. Kirby Foundation",1092,"Accuracy in Media",10000,,2008,,
103119,158292,22281,"F.M. Kirby Foundation",22282,"Action on Smoking and Health",100000,,2008,,
103120,158293,22281,"F.M. Kirby Foundation",7717,"Adirondack Museum",25000,,2008,,
103121,158294,22281,"F.M. Kirby Foundation",22283,"Adirondack Nature Conservancy &amp; Land Trust",295000,,2008,,
103122,158295,22281,"F.M. Kirby Foundation",22284,"AIDS Resource Foundation for Children",30000,,2008,,
103123,158296,22281,"F.M. Kirby Foundation",22536,"Albert Einstein College of Medcine",666667,,2008,,
103124,158297,22281,"F.M. Kirby Foundation",16959,"ALFRE Inc.",22500,,2008,,
103125,158298,22281,"F.M. Kirby Foundation",22456,"Alzheimer's Association - Greater New Jersey Chapter",20000,,2008,,
103126,158299,22281,"F.M. Kirby Foundation",6041,"Alzheimer's Disease and Related Disorders Association",300000,,2008,,
103127,158300,22281,"F.M. Kirby Foundation",7263,"American Ballet Theatre",27500,,2008,,
103128,158301,22281,"F.M. Kirby Foundation",22457,"American Boychoir School",10000,,2008,,
103129,158302,22281,"F.M. Kirby Foundation",1453,"American Cancer Society",400000,,2008,,
103130,158303,22281,"F.M. Kirby Foundation",11152,"American Cancer Society Eastern Division",100000,,2008,,
103131,158304,22281,"F.M. Kirby Foundation",1333,"American Council on Science and Health",40000,,2008,,
103132,158305,22281,"F.M. Kirby Foundation",2471,"American Diabetes Association",75000,,2008,,
103133,158306,22281,"F.M. Kirby Foundation",825,"American Enterprise Institute for Public Policy Research",30000,,2008,,
103134,158307,22281,"F.M. Kirby Foundation",22459,"American Federation for Aging Research",70000,,2008,,
103135,158308,22281,"F.M. Kirby Foundation",15458,"American Foundation for the Blind",25000,,2008,,
103136,158309,22281,"F.M. Kirby Foundation",22563,"American Heart Association - Founders Affiliate",125000,,2008,,
103137,158310,22281,"F.M. Kirby Foundation",5603,"American Museum of Natural History",30000,,2008,,
103138,158311,22281,"F.M. Kirby Foundation",22564,"American Red Cross - Northern New Jersey Chapter",90000,,2008,,
103139,158312,22281,"F.M. Kirby Foundation",22461,"American Red Cross - Wyoming Valley Chapter",17500,,2008,,
103140,158313,22281,"F.M. Kirby Foundation",1095,"America's Future Foundation",27500,,2008,,
103141,158314,22281,"F.M. Kirby Foundation",22289,"Appalachian Trail Conservancy",17500,,2008,,
103142,158315,22281,"F.M. Kirby Foundation",15165,"Arthritis Foundation",85000,,2008,,
103143,158316,22281,"F.M. Kirby Foundation",22290,"Arthritis Foundation - New Jersey Chapter",5000,,2008,,
103144,158317,22281,"F.M. Kirby Foundation",22291,"Arts Council of the Morris Area",35000,,2008,,
103145,158318,22281,"F.M. Kirby Foundation",3642,"Atlantic Legal Foundation",35000,,2008,,
103146,158319,22281,"F.M. Kirby Foundation",22430,"Be The Match Foundation",100000,,2008,,
103147,158320,22281,"F.M. Kirby Foundation",7115,"Big Apple Circus",40000,,2008,,
103148,158321,22281,"F.M. Kirby Foundation",16962,"Big Brothers Big Sisters of Morris Bergen Passaic &amp; Sussex",17500,,2008,,
103149,158322,22281,"F.M. Kirby Foundation",21818,"Bonnie Brae",22500,,2008,,
103150,158323,22281,"F.M. Kirby Foundation",22294,"Boston Children's Hospital",1000000,,2008,,
103151,158324,22281,"F.M. Kirby Foundation",6073,"Boston University",5000,,2008,,
103152,158325,22281,"F.M. Kirby Foundation",19920,"Boy Scouts of America Patriots' Path Council",50000,,2008,,
103153,158326,22281,"F.M. Kirby Foundation",4180,"Boys &amp; Girls Clubs of America",45000,,2008,,
103154,158327,22281,"F.M. Kirby Foundation",7542,"Boys Club of New York",10000,,2008,,
103155,158328,22281,"F.M. Kirby Foundation",22296,"Brandvwine Conservancy",20000,,2008,,
103156,158329,22281,"F.M. Kirby Foundation",22431,"Bruce Museum of Arts and Science",17500,,2008,,
103157,158330,22281,"F.M. Kirby Foundation",22556,"Camp Sunshine",10000,,2008,,
103158,158331,22281,"F.M. Kirby Foundation",22462,"Cancer Care of New Jersey",12500,,2008,,
103159,158332,22281,"F.M. Kirby Foundation",18544,"Cancer Hope Network",12500,,2008,,
103160,158333,22281,"F.M. Kirby Foundation",14520,"Cancer Institute of New Jersey Foundation",100000,,2008,,
103161,158334,22281,"F.M. Kirby Foundation",5924,"Cancer Research Institute",125000,,2008,,
103162,158335,22281,"F.M. Kirby Foundation",832,"Capital Research Center",12500,,2008,,
103163,158336,22281,"F.M. Kirby Foundation",22299,"Caring House Inc.",10000,,2008,,
103164,158337,22281,"F.M. Kirby Foundation",13845,"Carolina Ballet",7500,,2008,,
103165,158338,22281,"F.M. Kirby Foundation",22300,"Carolina Theatre of Durham",35000,,2008,,
103166,158339,22281,"F.M. Kirby Foundation",22301,"Carrying Capacity Network",15000,,2008,,
103167,158340,22281,"F.M. Kirby Foundation",22487,"CASA of Morris and Sussex Counties",17500,,2008,,
103168,158341,22281,"F.M. Kirby Foundation",887,"Cato Institute",27500,,2008,,
103169,158342,22281,"F.M. Kirby Foundation",22433,"Center for Child and Family Health (Durham NC)",22500,,2008,,
103170,158343,22281,"F.M. Kirby Foundation",833,"Center for Immigration Studies",15000,,2008,,
103171,158344,22281,"F.M. Kirby Foundation",22303,"Center for Individual Rights",125000,,2008,,
103172,158345,22281,"F.M. Kirby Foundation",20436,"Center for Non-Profit Corporations Inc.",5000,,2008,,
103173,158346,22281,"F.M. Kirby Foundation",9035,"Center for Policy Research of New Jersey",10000,,2008,,
103174,158347,22281,"F.M. Kirby Foundation",6997,"Central Park Conservancy",25000,,2008,,
103175,158348,22281,"F.M. Kirby Foundation",22565,"Cerebral Palsy International Research Foundation",50000,,2008,,
103176,158349,22281,"F.M. Kirby Foundation",22306,"Cheshire Home (Florham Park NJ)",25000,,2008,,
103177,158350,22281,"F.M. Kirby Foundation",22308,"Children's Aid and Family Services",22500,,2008,,
103178,158351,22281,"F.M. Kirby Foundation",7271,"Christopher and Dana Reeve Foundation",225000,,2008,,
103179,158352,22281,"F.M. Kirby Foundation",3644,"Clare Boothe Luce Policy Institute",20000,,2008,,
103180,158353,22281,"F.M. Kirby Foundation",13049,"Colby College",10000,,2008,,
103181,158354,22281,"F.M. Kirby Foundation",13049,"Colby College",10000,,2008,,
103182,158355,22281,"F.M. Kirby Foundation",5147,"Cold Spring Harbor Laboratory",100000,,2008,,
103183,158356,22281,"F.M. Kirby Foundation",837,"Collegiate Network",40000,,2008,,
103184,158357,22281,"F.M. Kirby Foundation",5148,"Committee to Reduce Infection Deaths",20000,,2008,,
103185,158358,22281,"F.M. Kirby Foundation",21825,"Community Food Bank of New Jersey",25000,,2008,,
103186,158359,22281,"F.M. Kirby Foundation",4007,"Community Hope",20000,,2008,,
103187,158360,22281,"F.M. Kirby Foundation",12998,"Conservation Trust for North Carolina",10000,,2008,,
103188,158361,22281,"F.M. Kirby Foundation",8226,"Cooper-Hewitt National Design Museum",25000,,2008,,
103189,158362,22281,"F.M. Kirby Foundation",22557,"Corning Museum of Glass",10000,,2008,,
103190,158363,22281,"F.M. Kirby Foundation",21320,"Council of New Jersey Grantmakers",15000,,2008,,
103191,158364,22281,"F.M. Kirby Foundation",17909,"Covenant House New Jersey",100000,,2008,,
103192,158365,22281,"F.M. Kirby Foundation",1389,"Criminal Justice Legal Foundation",30000,,2008,,
103193,158366,22281,"F.M. Kirby Foundation",5103,"Crohn's &amp; Colitis Foundation of America",100000,,2008,,
103194,158367,22281,"F.M. Kirby Foundation",22497,"Dolgeville Central School (Dolgeville NY)",1500,,2008,,
103195,158368,22281,"F.M. Kirby Foundation",22558,"Dolgeville Violet Festival",2500,,2008,,
103196,158369,22281,"F.M. Kirby Foundation",22093,"Drew University",100000,,2008,,
103197,158370,22281,"F.M. Kirby Foundation",22540,"Duke HomeCare &amp; Hospice",5000,,2008,,
103198,158371,22281,"F.M. Kirby Foundation",22465,"Durham Academy (Durham NC)",10000,,2008,,
103199,158372,22281,"F.M. Kirby Foundation",22311,"Durham Symphony",17500,,2008,,
103200,158373,22281,"F.M. Kirby Foundation",21044,"Employment Horizons",140000,,2008,,
103201,158374,22281,"F.M. Kirby Foundation",16877,EngenderHealth,330000,,2008,,
103202,158375,22281,"F.M. Kirby Foundation",22315,"English-Speaking Union of the United States",12500,,2008,,
103203,158376,22281,"F.M. Kirby Foundation",7280,"Environmental Defense Fund",95000,,2008,,
103204,158377,22281,"F.M. Kirby Foundation",22317,"Episcopal Preaching Foundation",66667,,2008,,
103205,158378,22281,"F.M. Kirby Foundation",5532,"Excellent Education for Everyone",40000,,2008,,
103206,158379,22281,"F.M. Kirby Foundation",22318,"F.M. Kirby Center for the Performing Arts",190000,,2008,,
103207,158380,22281,"F.M. Kirby Foundation",7282,"Fairfield University",25000,,2008,,
103208,158381,22281,"F.M. Kirby Foundation",22098,"Family Service of Morris County",85000,,2008,,
103209,158382,22281,"F.M. Kirby Foundation",842,"Federalist Society for Law and Public Policy Studies",50000,,2008,,
103210,158383,22281,"F.M. Kirby Foundation",3436,"Federation for American Immigration Reform",90000,,2008,,
103211,158384,22281,"F.M. Kirby Foundation",22541,"Fine Arts Committee/Diplomatic Reception Rooms",10000,,2008,,
103212,158385,22281,"F.M. Kirby Foundation",22321,"First Night Morris",7500,,2008,,
103213,158386,22281,"F.M. Kirby Foundation",3992,"Foundation Center",15000,,2008,,
103214,158387,22281,"F.M. Kirby Foundation",4655,"Foundation Fighting Blindness",75000,,2008,,
103215,158388,22281,"F.M. Kirby Foundation",1549,"Foundation for Free Enterprise",15000,,2008,,
103216,158389,22281,"F.M. Kirby Foundation",1448,"Foundation for Individual Rights in Education",35000,,2008,,
103217,158390,22281,"F.M. Kirby Foundation",22466,"Foundation for New Jersey Public Broadcasting",30000,,2008,,
103218,158391,22281,"F.M. Kirby Foundation",22436,"Fox Chase Cancer Center",165000,,2008,,
103219,158392,22281,"F.M. Kirby Foundation",844,"Free Congress Research and Education Foundation",20000,,2008,,
103220,158393,22281,"F.M. Kirby Foundation",845,"Freedom Alliance",20000,,2008,,
103221,158394,22281,"F.M. Kirby Foundation",8620,"Freedom House",30000,,2008,,
103222,158395,22281,"F.M. Kirby Foundation",848,"Fund for American Studies",30000,,2008,,
103223,158396,22281,"F.M. Kirby Foundation",22566,"Gettysburg Foundation",25000,,2008,,
103224,158397,22281,"F.M. Kirby Foundation",22567,"Girl Scouts of Northern New Jersey",27500,,2008,,
103225,158398,22281,"F.M. Kirby Foundation",17927,"Gladney Center for Adoption",35000,,2008,,
103226,158399,22281,"F.M. Kirby Foundation",22325,"Gladstone Equestrian Association",5000,,2008,,
103227,158400,22281,"F.M. Kirby Foundation",22327,"Grace Counseling Center",17500,,2008,,
103228,158401,22281,"F.M. Kirby Foundation",22103,"Great Swamp Watershed Association",15000,,2008,,
103229,158402,22281,"F.M. Kirby Foundation",22491,"Greater Newark Conservancy",35000,,2008,,
103230,158403,22281,"F.M. Kirby Foundation",22329,"Greensboro Day School",20000,,2008,,
103231,158404,22281,"F.M. Kirby Foundation",22542,"Growingstage - The Children's Theatre of New Jersey",12500,,2008,,
103232,158405,22281,"F.M. Kirby Foundation",18792,GuideStar,10000,,2008,,
103233,158406,22281,"F.M. Kirby Foundation",22543,"Guttmacher Institute",27500,,2008,,
103234,158407,22281,"F.M. Kirby Foundation",22331,"Habitat for Humanity (Orange County NC)",30000,,2008,,
103235,158408,22281,"F.M. Kirby Foundation",5475,"Hackley School",35000,,2008,,
103236,158409,22281,"F.M. Kirby Foundation",22334,"Healthy Eyes Alliance",10000,,2008,,
103237,158410,22281,"F.M. Kirby Foundation",7821,"Helen Keller International",27500,,2008,,
103238,158411,22281,"F.M. Kirby Foundation",22335,HelpHOPELive,27500,,2008,,
103239,158412,22281,"F.M. Kirby Foundation",808,"Hillsdale College",20000,,2008,,
103240,158413,22281,"F.M. Kirby Foundation",22469,"Homeless Solutions Inc.",30000,,2008,,
